,collection,brand,item,price_without_discount,discount,clean_price,maltiply
0,New Season,Versace,baroque-pattern tie-waist dress,875.0,0.0,875.0,1.0
1,New Season,Hunza G,seersucker square neck mini dress,235.0,0.0,235.0,1.0
2,,Off-White,ribbed midi dress,439.0,0.0,439.0,1.0
3,Conscious,Hunza G,Thema Nile seam-detail dress,222.0,0.0,222.0,1.0
4,,Charo Ruiz Ibiza,Cindy lace-trim maxi dress,655.0,0.0,655.0,1.0
5,,Charo Ruiz Ibiza,Vaiana off-shoulder minidress,458.0,0.0,458.0,1.0
6,,ZIMMERMANN,Dancer floral-print dress,906.0,0.0,906.0,1.0
7,,Isabel Marant Étoile,Jaena puff-sleeve long dress,547.0,0.0,547.0,1.0
8,,GAUGE81,Naha V-neck minidress,547.0,0.0,547.0,1.0
9,Conscious,Hunza G,Clara crinkle-stretch minidress,248.0,0.0,248.0,1.0
10,New Season,Agent Provocateur,sheer cover-up dress,248.0,0.0,248.0,1.0
11,New Season,Louisa Ballou,floral-print minidress,496.0,0.0,496.0,1.0
12,New Season,ZIMMERMANN,Postcard Lantern minidress,910.0,0.0,910.0,1.0
13,Conscious,Hunza G,Amelia Nile cutout dress,235.0,0.0,235.0,1.0
14,Conscious,Hunza G,Thema mini bodycon dress,235.0,0.0,235.0,1.0
15,New Season,ZIMMERMANN,Anneke wrap-front dress,826.0,0.0,826.0,1.0
16,Conscious,Totême,organic cotton maxi dress,254.0,0.0,254.0,1.0
17,New Season,ZIMMERMANN,floral-print wrap dress,720.0,0.0,720.0,1.0
18,New Season,ZIMMERMANN,Anneke paisley-print mini dress,722.0,0.0,722.0,1.0
19,New Season,Louisa Ballou,all-over abstract-print dress,788.0,0.0,788.0,1.0
20,,The Attico,wide-sleeve cotton shirt dress,587.0,30.0,411.0,0.7
21,New Season,Louisa Ballou,graphic-print maxidress,782.0,0.0,782.0,1.0
22,New Season,ROTATE,ruffle tiered strapless dress,356.0,0.0,356.0,1.0
23,Conscious,Hunza G,Polly seersucker halterneck mini dress,235.0,0.0,235.0,1.0
24,,ETRO,patchwork-print maxi shirt dress,1565.0,0.0,1565.0,1.0
25,New Season,Frankies Bikinis,graphic-print sleeveless dress,254.0,0.0,254.0,1.0
26,New Season,Jacquemus,Saudade draped dress,535.0,0.0,535.0,1.0
27,Conscious,ZIMMERMANN,Moonshine puff-sleeves belted dress,826.0,0.0,826.0,1.0
28,New Season,Ambra Maddalena,Ella asymmetrical knit dress,172.0,0.0,172.0,1.0
29,New Season,ZIMMERMANN,floral print pleated midi dress,977.0,0.0,977.0,1.0
30,Conscious,Reformation,Meadow polka dot midi dress,318.0,0.0,318.0,1.0
31,New Season,Polo Ralph Lauren,V-neck slip midi dress,489.0,0.0,489.0,1.0
32,,Louisa Ballou,Sublime Flower-print beach dress,750.0,0.0,750.0,1.0
33,New Season,Three Graces,Ada midi dress,756.0,0.0,756.0,1.0
34,New Season,Taller Marmo,Mrs. Ross fringed dress,1080.0,0.0,1080.0,1.0
35,New Season,BOTEH,Calico tunic mini dress,318.0,0.0,318.0,1.0
36,New Season,Louisa Ballou,Heatwave graphic print dress,445.0,0.0,445.0,1.0
37,New Season,Three Graces,Oonagh floral-embroidered midi dress,693.0,0.0,693.0,1.0
38,,Emilio Pucci,graphic-print mini dress,545.0,0.0,545.0,1.0
39,,Louisa Ballou,all-over graphic print dress,648.0,0.0,648.0,1.0
40,New Season,Jacquemus,Bahia knotted shirt minidress,575.0,0.0,575.0,1.0
41,New Season,Reformation,Carolena floral-print midi dress,292.0,0.0,292.0,1.0
42,New Season,Ambra Maddalena,Ella tiered lined maxi-dress,261.0,0.0,261.0,1.0
43,,Wolford,slit midi dress,244.0,0.0,244.0,1.0
44,,Missoni,zig-zag knit midi dress,756.0,0.0,756.0,1.0
45,,Dolce & Gabbana,scoop-neck rose-print dress,2095.0,0.0,2095.0,1.0
46,New Season,Aje,tie-dye shirt dress,343.0,0.0,343.0,1.0
47,New Season,Reformation,Seaside sleeveless midi dress,292.0,0.0,292.0,1.0
48,New Season,Reformation,Gitane square-neck midi dress,292.0,0.0,292.0,1.0
49,,ETRO,paisley-print midi dress,1345.0,0.0,1345.0,1.0
50,New Season,Bernadette,bow-detail mini dress,661.0,0.0,661.0,1.0
51,New Season,Asceno,halterneck day dress,483.0,0.0,483.0,1.0
52,New Season,Jacquemus,halterneck mini dress,540.0,0.0,540.0,1.0
53,,Balmain,jacquard-woven monogram dress,1658.0,0.0,1658.0,1.0
54,New Season,Reformation,Sable floral-print smocked midi dress,254.0,0.0,254.0,1.0
55,New Season,Marine Serre,Moon-print T-shirt dress,203.0,0.0,203.0,1.0
56,New Season,ZIMMERMANN,floral-print belted linen mini dress,756.0,0.0,756.0,1.0
57,New Season,Reformation,square-neck button-down mini dress,210.0,0.0,210.0,1.0
58,New Season,Maison Margiela,two-tone panelled shirtdress,767.0,0.0,767.0,1.0
59,New Season,Reformation,Zander floral-print linen dress,254.0,0.0,254.0,1.0
60,New Season,16Arlington,Odessa cutout feather-trim dress,1138.0,0.0,1138.0,1.0
61,New Season,Reformation,Alisal floral silk midi dress,388.0,0.0,388.0,1.0
62,New Season,Dolce & Gabbana,lace-panel sleeveless dress,2735.0,0.0,2735.0,1.0
63,Conscious,Aje,Psychedelia puff-sleeve cut-out mini dress,515.0,0.0,515.0,1.0
64,New Season,peony,floral-print midi dress,407.0,0.0,407.0,1.0
65,New Season,Off-White,logo straps V-neck mini dress,679.0,0.0,679.0,1.0
66,New Season,Dolce & Gabbana,rose-print sleeveless dress,1693.0,0.0,1693.0,1.0
67,,Jacquemus,La Robe Mentalo dress,893.0,0.0,893.0,1.0
68,Conscious,Reformation,Reuben tie-cuff minidress,280.0,0.0,280.0,1.0
69,Conscious,Sleeper,Atlanta gingham-check midi dress,324.0,0.0,324.0,1.0
70,New Season,peony,floral-print square-neck midi dress,356.0,0.0,356.0,1.0
71,,ETRO,Eart patchwork midi dress,1064.0,0.0,1064.0,1.0
72,New Season,Reformation,Tova midi dress,318.0,0.0,318.0,1.0
73,Conscious,GANNI,broderie-anglaise shirt dress,368.0,0.0,368.0,1.0
74,Conscious,Reformation,Archie floral print mini dress,362.0,0.0,362.0,1.0
75,,Jacquemus,cut-out detail maxidress,934.0,0.0,934.0,1.0
76,Conscious,GANNI,3D jacquard warp dress,350.0,0.0,350.0,1.0
77,,Dion Lee,lace-up corset dress,1142.0,40.0,685.0,0.6
78,New Season,Taller Marmo,Mrs Ross high-neck dress,1080.0,0.0,1080.0,1.0
79,New Season,Reformation,floral-print midi dress,235.0,0.0,235.0,1.0
80,,GAUGE81,plunging V-neck tank mini dress,261.0,0.0,261.0,1.0
81,New Season,Rixo,Agyness puff-sleeve midi dress,496.0,0.0,496.0,1.0
82,,GAUGE81,ribbed mini dress,477.0,0.0,477.0,1.0
83,New Season,16Arlington,Umiko feather-trimmed mini dress,1447.0,0.0,1447.0,1.0
84,Conscious,Marine Serre,Cocoon T-shirt maxi dress,403.0,0.0,403.0,1.0
85,New Season,Pleats Please Issey Miyake,plissé midi dress,388.0,0.0,388.0,1.0
86,,ETRO,paisley-print sleeveless maxi dress,6776.0,0.0,6776.0,1.0
87,Conscious,Asceno,New York midi dress,496.0,0.0,496.0,1.0
88,,Moncler,belted midi dress,543.0,0.0,543.0,1.0
89,,Jacquemus,Baunhilha layered shirt dress,654.0,0.0,654.0,1.0
90,New Season,peony,smocked puff-sleeve mini dress,273.0,0.0,273.0,1.0
91,,Paco Rabanne,sequin chain-disc mini dress,3266.0,0.0,3266.0,1.0
92,Conscious,SIR.,Lilian floral-print dress,314.0,0.0,314.0,1.0
93,New Season,Reformation,Buttercup strapless flared dress,324.0,0.0,324.0,1.0
94,New Season,Rixo,Opal marbled zebra-print dress,458.0,0.0,458.0,1.0
95,New Season,Asceno,Valencia midi dress,445.0,0.0,445.0,1.0
96,Conscious,Reformation,Stevi long-sleeved dress,381.0,0.0,381.0,1.0
97,New Season,FRAME,striped puff sleeve maxi dress,629.0,0.0,629.0,1.0
98,New Season,Versace,Safety-Pin Greca trim dress,4983.0,0.0,4983.0,1.0
99,,ZIMMERMANN,Postcard bow-fastening dress,985.0,0.0,985.0,1.0
100,New Season,Pleats Please Issey Miyake,plissé midi dress,388.0,0.0,388.0,1.0
101,New Season,Maison Margiela,distressed-overlay silk dress,1655.0,0.0,1655.0,1.0
102,New Season,Mônot,open-back high-neck cut-out evening gown,1144.0,0.0,1144.0,1.0
103,,Dion Lee,lace-up mini dress,570.0,20.0,456.0,0.8
104,New Season,St. Agni,V-neck gathered minidress,305.0,0.0,305.0,1.0
105,Conscious,Reformation,Hugh shirtdress,280.0,0.0,280.0,1.0
106,Conscious,Reformation,Josefine silk minidress,362.0,0.0,362.0,1.0
107,New Season,St. Agni,V-neck godet maxi dress,432.0,0.0,432.0,1.0
108,New Season,Pleats Please Issey Miyake,cap-sleeve pleated dress,369.0,0.0,369.0,1.0
109,Conscious,Reformation,Aribella ruffled dress,362.0,0.0,362.0,1.0
110,New Season,Rixo,Effie panelled V-neck midi dress,515.0,0.0,515.0,1.0
111,,Carolina Herrera,bow detail evening dress,2129.0,0.0,2129.0,1.0
112,New Season,Paco Rabanne,abstract-print halterneck dress,788.0,0.0,788.0,1.0
113,New Season,Dodo Bar Or,Julie sequin-embellished mini dress,648.0,0.0,648.0,1.0
114,Conscious,Sleeper,Brigitte puff sleeve dress,291.0,0.0,291.0,1.0
115,New Season,Cecilie Bahnsen,puff-sleeve flared dress,1055.0,0.0,1055.0,1.0
116,New Season,SIEDRES,geometric-print asymmetric dress,363.0,0.0,363.0,1.0
117,New Season,Dodo Bar Or,Kimel V-neck long dress,858.0,0.0,858.0,1.0
118,Conscious,Reformation,Juni draped mini dress,318.0,0.0,318.0,1.0
119,,GAUGE81,Soria one-shoulder minidress,397.0,40.0,238.0,0.6
120,,Honorine,Giselle tiered midi dress,445.0,0.0,445.0,1.0
121,New Season,Bernadette,Jeanine grape-print dress,407.0,0.0,407.0,1.0
122,,Holzweiler,ribbed-knit maxi dress,261.0,0.0,261.0,1.0
123,,Asceno,organic linen shirt dress,410.0,0.0,410.0,1.0
124,New Season,Aje,boned-bodice sleeveless dress,477.0,0.0,477.0,1.0
125,New Season,Dodo Bar Or,Julie sequin-embellished mini dress,648.0,0.0,648.0,1.0
126,New Season,Honorine,Mimi tiered cotton mini dress,343.0,0.0,343.0,1.0
127,New Season,Borgo De Nor,Paloma graphic-print cotton maxi dress,864.0,0.0,864.0,1.0
128,New Season,Marine Serre,Moon-print T-shirt dress,203.0,0.0,203.0,1.0
129,,Thom Browne,RWB-stripe shirt dress,1374.0,0.0,1374.0,1.0
130,New Season,Cecilie Bahnsen,Cecilie empire-line flared dress,1386.0,0.0,1386.0,1.0
131,,Paco Rabanne,ribbed-knit maxi dress,552.0,0.0,552.0,1.0
132,New Season,Dodo Bar Or,Lima rhinestone-embellished midi dress,699.0,0.0,699.0,1.0
133,New Season,Missoni,abstract-pattern long dress,524.0,0.0,524.0,1.0
134,New Season,Bernadette,Sacha off-shoulder mini dress,763.0,0.0,763.0,1.0
135,New Season,Bernadette,Isabella off-shoulder midi dress,915.0,0.0,915.0,1.0
136,,Isabel Marant Étoile,Lanikaye ruffled dress,445.0,0.0,445.0,1.0
137,Conscious,Aeron,crochet-knit midi dress,566.0,0.0,566.0,1.0
138,,Three Graces,square neck mini dress,540.0,0.0,540.0,1.0
139,,Brunello Cucinelli,Monili-chain sleeveless maxi dress,2403.0,0.0,2403.0,1.0
140,,Carolina Herrera,crystal-embellished kaftan gown,3899.0,0.0,3899.0,1.0
141,New Season,Dion Lee,corset-style fitted mini dress,652.0,0.0,652.0,1.0
142,New Season,STAUD,Sophie poplin babydoll dress,292.0,0.0,292.0,1.0
143,,Bottega Veneta,backless halterneck jersey dress,1218.0,0.0,1218.0,1.0
144,Conscious,Sleeper,Marquise gingham dress,291.0,0.0,291.0,1.0
145,,Fendi,off-shoulder ruched minidress,2021.0,0.0,2021.0,1.0
146,,Brunello Cucinelli,denim midi shirt dress,2163.0,0.0,2163.0,1.0
147,,ETRO,Lovely Day flared mini dress,1140.0,0.0,1140.0,1.0
148,New Season,POSTER GIRL,Alice cutout minidress,191.0,0.0,191.0,1.0
149,,See by Chloé,stripe-pattern shirt dress,330.0,0.0,330.0,1.0
150,,Thom Browne,contrast stitching mini shirt dress,696.0,0.0,696.0,1.0
151,Conscious,Sleeper,daisies pattern loungerwear dress,245.0,0.0,245.0,1.0
152,,Isabel Marant Étoile,Ansley geometric-print maxi dress,590.0,0.0,590.0,1.0
153,,Valentino,logo-print T-shirt,562.0,0.0,562.0,1.0
154,New Season,Three Graces,Ember midi dress,731.0,0.0,731.0,1.0
155,Conscious,Jil Sander,V-neck midi dress,2289.0,30.0,1602.0,0.7
156,Conscious,Rejina Pyo,ruched-detail sleeveless dress,858.0,0.0,858.0,1.0
157,New Season,Thebe Magugu,Sisterhood sleeveless golfer dress,299.0,0.0,299.0,1.0
158,,Chloé,off-shoulder ribbed maxi dress,1983.0,0.0,1983.0,1.0
159,New Season,Three Graces,Rosanna puff-sleeve dress,623.0,0.0,623.0,1.0
160,Conscious,Reformation,Port graphic-print midi dress,280.0,0.0,280.0,1.0
161,Exclusive,Marine Serre,patchwork draped silk dress,2644.0,0.0,2644.0,1.0
162,New Season,Deiji Studios,The Double Tie midi dress,165.0,0.0,165.0,1.0
163,,GAUGE81,sleeveless long dress,610.0,0.0,610.0,1.0
164,,Dodo Bar Or,Kelly striped knitted midi dress,705.0,0.0,705.0,1.0
165,,Honorine,Bianca V-neck cotton dress,419.0,0.0,419.0,1.0
166,New Season,Asceno,Nisha V-neck linen dress,464.0,0.0,464.0,1.0
167,New Season,Roksanda,Twiggy cape dress,1265.0,0.0,1265.0,1.0
168,Conscious,Nanushka,Halli faux-leather mini shirtdress,557.0,0.0,557.0,1.0
169,New Season,Roksanda,Fuerza ruffled dress,1011.0,0.0,1011.0,1.0
170,,Tom Wood,Aria printed maxi dress,344.0,50.0,172.0,0.5
171,Conscious,REMAIN,Arya flared mini dress,254.0,0.0,254.0,1.0
172,New Season,Elleme,ELLEME STRP DEEP VNK TEXTURED ALINE MAXI,413.0,0.0,413.0,1.0
173,,Bottega Veneta,square-neck long dress,2021.0,0.0,2021.0,1.0
174,New Season,Bernadette,Anne embroidered minidress,1182.0,0.0,1182.0,1.0
175,,Fendi,logo belt midi dress,1837.0,0.0,1837.0,1.0
176,,Paco Rabanne,circle disc mini dress,3146.0,0.0,3146.0,1.0
177,New Season,Dodo Bar Or,Alaxa one-shoulder sequinned dress,699.0,0.0,699.0,1.0
178,New Season,KHAITE,Marca off-shoulder pleated dress,2026.0,0.0,2026.0,1.0
179,New Season,KHAITE,The Francine slip dress,1341.0,0.0,1341.0,1.0
180,,Carolina Herrera,CH THIN STRP SWTHRT NK RUCHED WAIST TRUM,1758.0,0.0,1758.0,1.0
181,New Season,Chopova Lowena,cotton pleated mini dress,955.0,0.0,955.0,1.0
182,New Season,Honorine,striped cotton shirt dress,464.0,0.0,464.0,1.0
183,,Conner Ives,tie-dye sleeveless cotton dress,496.0,0.0,496.0,1.0
184,,Ulla Johnson,Anais embroidered dress,814.0,0.0,814.0,1.0
185,,Frankies Bikinis,Hope daisy-print strapless dress,236.0,30.0,165.0,0.7
186,New Season,Bernadette,floral-print flared dress,814.0,0.0,814.0,1.0
187,,Commission,polka-dot midi dress,960.0,0.0,960.0,1.0
188,New Season,STAUD,Sicily floral-embroidered minidress,388.0,0.0,388.0,1.0
189,New Season,Thebe Magugu,layered-sleeves cotton shirtdress,871.0,0.0,871.0,1.0
190,Conscious,Brunello Cucinelli,Monili-trim sleeveless midi dress,1638.0,0.0,1638.0,1.0
191,New Season,Roksanda,Kaiya cape dress,1265.0,0.0,1265.0,1.0
192,New Season,Rixo,crochet short-sleeved midi dress,483.0,0.0,483.0,1.0
193,,Missing You Already,Mya fringed-hem midi dress,236.0,30.0,165.0,0.7
194,New Season,Molly Goddard,Misha tiered midi dress,952.0,0.0,952.0,1.0
195,,Pleats Please Issey Miyake,plissé-effect sleeveless minidress,267.0,0.0,267.0,1.0
196,New Season,Christopher Esber,Yrjo open-back dress,629.0,0.0,629.0,1.0
197,New Season,WARDROBE.NYC,round-neck ribbed-knit midi dress,299.0,0.0,299.0,1.0
198,New Season,Honorine,open back midi dress,419.0,0.0,419.0,1.0
199,,Honorine,flared crepe camisole dress,419.0,0.0,419.0,1.0
200,,Lemaire,knitted sleeveless midi dress,482.0,0.0,482.0,1.0
201,,Y/Project,x FILA striped polo dress,445.0,0.0,445.0,1.0
202,New Season,Pippa Holt,palm tree embroidered shift dress,680.0,0.0,680.0,1.0
203,,Silvia Tcherassi,Helvetica gradient maxi dress,782.0,50.0,391.0,0.5
204,New Season,KHAITE,Thea smock maxi dress,2021.0,0.0,2021.0,1.0
205,New Season,Christopher Kane,cup chain midi dress,1519.0,0.0,1519.0,1.0
206,,Shrimps,Luna gingham midi dress,502.0,50.0,251.0,0.5
207,New Season,PAIGE,Raundi asymmetric knitted dress,426.0,0.0,426.0,1.0
208,,Daily Paper,logo patch polo dress,114.0,30.0,80.0,0.7
209,,Timothy Han / Edition,Action crinkled sleeveless dress,1240.0,50.0,620.0,0.5
210,,Aeron,Hessia puff-sleeve minidress,522.0,50.0,261.0,0.5
211,New Season,Brunello Cucinelli,printed wrapped dress,3266.0,0.0,3266.0,1.0
212,,KHAITE,Beth ribbed-knit dress,1564.0,0.0,1564.0,1.0
213,,Brunello Cucinelli,V-neck sleeveless midi dress,2294.0,0.0,2294.0,1.0
214,New Season,Honorine,Giselle long-sleeve dress,445.0,0.0,445.0,1.0
215,Conscious,Three Graces,Bessie A-line dress,502.0,0.0,502.0,1.0
216,New Season,ALIX NYC,ribbed-jersey buttoned halterneck dress,235.0,0.0,235.0,1.0
217,New Season,Alessandra Rich,puff-sleeved silk dress,1370.0,0.0,1370.0,1.0
218,New Season,Rixo,Lena off-shoulder feather-trim mini dress,763.0,0.0,763.0,1.0
219,Conscious,lemlem,Jikirti belted midi dress,368.0,50.0,184.0,0.5
220,Exclusive,ANOUKI,crystal-embellished cape silk dress,1414.0,0.0,1414.0,1.0
221,,Lisa Marie Fernandez,scalloped sleeveless mini dress,925.0,0.0,925.0,1.0
222,,Bottega Veneta,square neck leather minidress,4514.0,0.0,4514.0,1.0
223,Exclusive,Marine Serre,patchwork flared dress,1104.0,0.0,1104.0,1.0
224,Conscious,Stella McCartney,cut-out detail off-shoulder dress,1011.0,0.0,1011.0,1.0
225,Conscious,Reformation,Jada midi dress,357.0,0.0,357.0,1.0
226,Conscious,Reformation,Jaden floral-print midi dress,403.0,0.0,403.0,1.0
227,,Carolina Herrera,sleeveless bubble-hem silk dress,3299.0,0.0,3299.0,1.0
228,Conscious,Reformation,Lissa gathered midi dress,362.0,0.0,362.0,1.0
229,,Honorine,Mimi cotton dress,343.0,0.0,343.0,1.0
230,New Season,Issey Miyake,Jelly knitted midi dress,1023.0,0.0,1023.0,1.0
231,New Season,Issey Miyake,Wavelet one-shoulder dress,877.0,0.0,877.0,1.0
232,New Season,Thebe Magugu,off-shoulder fringed dress,820.0,0.0,820.0,1.0
233,,TOM FORD,sequined racerback mini dress,2613.0,30.0,1829.0,0.7
234,New Season,WARDROBE.NYC,V-neck tie-waist maxi dress,958.0,0.0,958.0,1.0
235,,Louisa Ballou,starfish-print mini dress,566.0,0.0,566.0,1.0
236,,Brunello Cucinelli,long-sleeved belted shirtdress,2731.0,0.0,2731.0,1.0
237,,Skin,Rachelle ribbed turtleneck dress,184.0,0.0,184.0,1.0
238,New Season,A.W.A.K.E. Mode,ruffled-hem dress,1265.0,0.0,1265.0,1.0
239,,Emilio Pucci,patterned halterneck maxi dress,991.0,0.0,991.0,1.0
240,,Wolford,ribbed knit fitted mini dress,680.0,0.0,680.0,1.0
241,,Bottega Veneta,wrap-over front midi dress,4527.0,0.0,4527.0,1.0
242,Runway,Richard Quinn,floral print panelled mini dress,2531.0,0.0,2531.0,1.0
243,,Isa Boulder,one-shoulder knitted dress,687.0,0.0,687.0,1.0
244,,Aleksandre Akhalkatsishvili,tie-shoulder cut-out midi dress,919.0,0.0,919.0,1.0
245,,Fendi,FF Karligraphy satin dress,4362.0,0.0,4362.0,1.0
246,Exclusive,ANOUKI,crystal-embellished cape silk dress,1553.0,0.0,1553.0,1.0
247,Conscious,Lisa Marie Fernandez,scalloped-edge midi dress,1170.0,0.0,1170.0,1.0
248,,Chloé,belted long-sleeve knitted dress,2047.0,0.0,2047.0,1.0
249,New Season,Asceno,ASCENO THE IBIZA HLTR NCK DRSS,502.0,0.0,502.0,1.0
250,,Lisa Marie Fernandez,check-pattern scalloped mini dress,890.0,0.0,890.0,1.0
251,Conscious,Pippa Holt,tie-dye V-neck minidress,686.0,0.0,686.0,1.0
252,,GIA STUDIOS,long-sleeve midi shirtdress,953.0,0.0,953.0,1.0
253,Conscious,Lisa Marie Fernandez,scallop button down mini dress,1051.0,0.0,1051.0,1.0
254,Conscious,GANNI,Sulphur Spring ruched mesh dress,350.0,0.0,350.0,1.0
255,New Season,PAIGE,Maisley mini denim dress,330.0,0.0,330.0,1.0
256,Conscious,Reformation,Embry floral-print midi dress,318.0,0.0,318.0,1.0
257,Conscious,Marine Serre,embroidered logo T-shirt dress,388.0,0.0,388.0,1.0
258,New Season,Aje,Cherished puff-sleeve mini dress,286.0,0.0,286.0,1.0
259,Conscious,Reformation,Briea halterneck dress,318.0,0.0,318.0,1.0
260,New Season,Taller Marmo,Ubud one-shoulder feather-trim gown,1888.0,0.0,1888.0,1.0
261,Conscious,GANNI,striped short-sleeve mini dress,300.0,0.0,300.0,1.0
262,,Charo Ruiz Ibiza,Marilyn floral lace dress,463.0,0.0,463.0,1.0
263,Conscious,GANNI,Software T-shirt dress,132.0,0.0,132.0,1.0
264,Conscious,Reformation,REF LAWRENCE ONESHLDER LS SLIT PRNT MIDI,318.0,0.0,318.0,1.0
265,New Season,Jacquemus,Bari cut-out tailored dress,974.0,0.0,974.0,1.0
266,Conscious,Reformation,Mochi sweetheart neckline mini dress,280.0,0.0,280.0,1.0
267,Conscious,Reformation,Isaac ruched asymmetric midi dress,397.0,0.0,397.0,1.0
268,,Jacquemus,asymmetric halterneck dress,783.0,0.0,783.0,1.0
269,Conscious,Reformation,Alessi polka dot midi dress,318.0,0.0,318.0,1.0
270,Conscious,Reformation,Hilda floral dress,362.0,0.0,362.0,1.0
271,Conscious,GANNI,floral-print pleated midi dress,286.0,0.0,286.0,1.0
272,,ETRO,leafy floral paisley-print long dress,3888.0,0.0,3888.0,1.0
273,,Carolina Herrera,mid-length evening dress,1808.0,0.0,1808.0,1.0
274,,Pleats Please Issey Miyake,plissé midi dress,388.0,0.0,388.0,1.0
275,,ETRO,graphic-print long-sleeve dress,829.0,0.0,829.0,1.0
276,Conscious,Jacquemus,cut-out blazer dress,617.0,0.0,617.0,1.0
277,,Marysia,Serena scalloped edge mini dress,470.0,0.0,470.0,1.0
278,,Marysia,Venus scalloped-edge dress,470.0,0.0,470.0,1.0
279,Conscious,Totême,smocked waist midi dress,254.0,0.0,254.0,1.0
280,Conscious,Reformation,Callan fitted-bodice printed dress,362.0,0.0,362.0,1.0
281,,Totême,ribbed-knit midi dress,330.0,0.0,330.0,1.0
282,New Season,LaQuan Smith,cutout-detail twist mini dress,874.0,0.0,874.0,1.0
283,New Season,Roksanda,Elina midi cape dress,1900.0,0.0,1900.0,1.0
284,,Jacquemus,cut-out detail short-sleeve dress,673.0,0.0,673.0,1.0
285,,Nensi Dojaka,Butterfly backless minidress,915.0,0.0,915.0,1.0
286,,Lemaire,stand-up collar wrap shirtdress,548.0,20.0,438.0,0.8
287,Conscious,Reformation,Aspen knitted minidress,153.0,0.0,153.0,1.0
288,,WARDROBE.NYC,round-neck ribbed-knit minidress,183.0,0.0,183.0,1.0
289,Conscious,ZIMMERMANN,off-shoulder panelled dress,866.0,0.0,866.0,1.0
290,,Asceno,Bordeaux sleeveless slip dress,482.0,0.0,482.0,1.0
291,,Pleats Please Issey Miyake,plissê midi crewneck dress,388.0,0.0,388.0,1.0
292,,ZIMMERMANN,wrapped ruffle-trim dress,629.0,0.0,629.0,1.0
293,New Season,Paco Rabanne,embellished mini dress,5776.0,0.0,5776.0,1.0
294,New Season,Sleeper,Atlanta daisy-print midi dress,324.0,0.0,324.0,1.0
295,,Carolina Herrera,sequinned ruffle-trim fishtail gown,7693.0,0.0,7693.0,1.0
296,,Roksanda,bow-detail sleeveless dress,1080.0,0.0,1080.0,1.0
297,,Lemaire,stand-up collar wrap shirtdress,608.0,0.0,608.0,1.0
298,New Season,Bernadette,floral-print V-neck dress,712.0,0.0,712.0,1.0
299,,Emilio Pucci,silk graphic-print dress,1600.0,0.0,1600.0,1.0
300,New Season,WARDROBE.NYC,mini shirt dress,548.0,0.0,548.0,1.0
301,,Carolina Herrera,floral detail day dress,2498.0,0.0,2498.0,1.0
302,,Mônot,cut-out mini dress,1144.0,0.0,1144.0,1.0
303,,ZIMMERMANN,Teddy paisley-print midi dress,1388.0,0.0,1388.0,1.0
304,New Season,Gil Rodriguez,Corazon sweetheart-neck fitted dress,121.0,0.0,121.0,1.0
305,Conscious,Cecilie Bahnsen,Jezabel layered midi dress,1242.0,50.0,621.0,0.5
306,,Chloé,floral-embroidered maxi dress,5320.0,0.0,5320.0,1.0
307,,Juneyen,check-print sleeveless midi dress,630.0,50.0,315.0,0.5
308,,Christopher Esber,Disconnect halterneck midi dress,757.0,40.0,454.0,0.6
309,,GIA STUDIOS,detachable cape midi dress,1322.0,0.0,1322.0,1.0
310,,ETRO,one-shoulder floral-print midi dress,3055.0,0.0,3055.0,1.0
311,Conscious,Mira Mikati,contrast-stitch organic cotton dress,705.0,0.0,705.0,1.0
312,Conscious,St. Agni,silk slip dress,413.0,30.0,289.0,0.7
313,Conscious,Chloé,crepe maxi shirtdress,3019.0,0.0,3019.0,1.0
314,,Brunello Cucinelli,striped layered shirtdress,2731.0,0.0,2731.0,1.0
315,New Season,ALIX NYC,ribbed midi dress,210.0,0.0,210.0,1.0
316,,Carolina Herrera,metallic floral-jacquard gown,3734.0,0.0,3734.0,1.0
317,,Mônot,high-neck side-slit dress,1102.0,0.0,1102.0,1.0
318,New Season,RASARIO,two-tone off-shoulder mini dress,1818.0,0.0,1818.0,1.0
319,New Season,Bernadette,sleeveless maxi dress,693.0,0.0,693.0,1.0
320,Conscious,lemlem,Abira V-neck dress,426.0,0.0,426.0,1.0
321,Conscious,Reformation,Cammi floral-print minidress,318.0,0.0,318.0,1.0
322,,Moncler,belted maxi dress,864.0,0.0,864.0,1.0
323,New Season,WARDROBE.NYC,maxi dress shirt,740.0,0.0,740.0,1.0
324,,Simone Rocha,tulle embroidered ruffled maxi dress,2536.0,0.0,2536.0,1.0
325,,MISBHV,monogram ruched mini shirt dress,311.0,0.0,311.0,1.0
326,Exclusive,ANOUKI,cape-detail metallic-effect gown,1738.0,0.0,1738.0,1.0
327,Conscious,Sleeper,Atlanta linen midi dress,324.0,0.0,324.0,1.0
328,,Isabel Marant Étoile,Lanikaye tiered mini dress,400.0,0.0,400.0,1.0
329,New Season,Thebe Magugu,handkerchief knitted dress,681.0,0.0,681.0,1.0
330,New Season,RASARIO,off-shoulder front-slit dress,2294.0,0.0,2294.0,1.0
331,New Season,Honorine,empire-line linen dress,375.0,0.0,375.0,1.0
332,,Rick Owens,V-neck midi dress,1018.0,0.0,1018.0,1.0
333,Conscious,Vita Kin,Frida embroidered maxi dress,1729.0,0.0,1729.0,1.0
334,Conscious,Cecilie Bahnsen,Primrose tiered shirtdress,811.0,0.0,811.0,1.0
335,,Halpern,cut-out detailed maxi dress,1716.0,50.0,858.0,0.5
