,collection,brand,item,price_without_discount,discount,clean_price,maltiply
1716,,Alexander Wang,gathered shirt dress,451.0,30.0,316.0,0.7
1717,Conscious,GANNI,ruffle sleeveless seersucker dress,247.0,70.0,74.0,0.30000000000000004
1718,,PINKO,belted frayed minidress,410.0,30.0,287.0,0.7
1719,,PINKO,belted tie-dye maxi dress,551.0,30.0,386.0,0.7
1720,Conscious,GANNI,broderie anglaise mini shirtdress,316.0,30.0,221.0,0.7
1721,,Low Classic,cotton midi apron dress,482.0,40.0,289.0,0.6
1722,Conscious,ZIMMERMANN,Tropicana floral-print midi dress,671.0,0.0,671.0,1.0
1723,,ROTATE,Sierra V-neck midi dress,203.0,40.0,122.0,0.6
1724,,Charo Ruiz Ibiza,Jean off-shoulder minidress,464.0,30.0,325.0,0.7
1725,,Jacquemus,Saudade draped dress,626.0,0.0,626.0,1.0
1726,,ZIMMERMANN,Allover floral-print dress,829.0,0.0,829.0,1.0
1727,,GAUGE81,Hira crystal-embellished mini dress,397.0,0.0,397.0,1.0
1728,,Self-Portrait,guipure lace mini dress,443.0,0.0,443.0,1.0
1729,,Stine Goya,Louiza sequin-embellished mini dress,292.0,50.0,146.0,0.5
1730,Conscious,Nanushka,Inara ruffle-detail minidress,425.0,40.0,255.0,0.6
1731,Conscious,Self-Portrait,Yellow Floral Silhouette Crossover Midi dress,506.0,20.0,405.0,0.8
1732,,Self-Portrait,guipure-lace midi dress,580.0,0.0,580.0,1.0
1733,,PINKO,tie-dye halterneck flared dress,360.0,20.0,288.0,0.8
1734,,Missoni,zig-zag woven dress,816.0,30.0,571.0,0.7
1735,,GAUGE81,Beja one-shoulder mini dress,324.0,50.0,162.0,0.5
1736,,PINKO,asymmetric sleeveless midi dress,245.0,40.0,147.0,0.6
1737,,Marchesa Notte,strapless floral-lace semi-sheer gown,1172.0,0.0,1172.0,1.0
1738,,GAUGE81,Alzira asymmetric one-shoulder dress,287.0,40.0,172.0,0.6
1739,,Agent Provocateur,sleeveless evening dress,394.0,30.0,276.0,0.7
1740,,ZIMMERMANN,pleated silk wrap dress,726.0,0.0,726.0,1.0
1741,,Woolrich,poplin button-front shirt dress,194.0,30.0,136.0,0.7
1742,Conscious,Nanushka,strapless fitted mini dress,420.0,30.0,294.0,0.7
1743,,Marysia,Amagansett floral-print minidress,394.0,30.0,276.0,0.7
1744,,PINKO,flared floral mini dress,275.0,0.0,275.0,1.0
1745,,ROTATE,Natalie oversized-bow minidress,376.0,0.0,376.0,1.0
1746,Conscious,Reformation,Lynda V-neck floral-print midi dress,191.0,0.0,191.0,1.0
1747,New Season,Reformation,Brittney floral-print mini dress,210.0,0.0,210.0,1.0
1748,New Season,Reformation,sweetheart neck mini dress,235.0,0.0,235.0,1.0
1749,Conscious,St. Agni,Copenhagen puff-sleeve midi dress,254.0,30.0,178.0,0.7
1750,,JOSEPH,Cleas V-neck silk midi dress,549.0,30.0,384.0,0.7
1751,Conscious,lemlem,Kediri stripe-pattern kaftan dress,393.0,40.0,236.0,0.6
1752,,SANDRO,Lauralie V-neck maxi dress,276.0,0.0,276.0,1.0
1753,,ROTATE,Noon puff-sleeve velvet-effect dress,357.0,40.0,214.0,0.6
1754,,Dion Lee,pointelle-knit fitted dress,652.0,0.0,652.0,1.0
1755,New Season,Versace Jeans Couture,logo-patch fitted dress,253.0,0.0,253.0,1.0
1756,,Melissa Odabash,Brianna broderie anglaise maxi dress,432.0,0.0,432.0,1.0
1757,Conscious,GANNI,patterned jacquard shirt dress,271.0,30.0,190.0,0.7
1758,,Isabel Marant Étoile,Jaudrey ruffle-trim dress,477.0,0.0,477.0,1.0
1759,,Self-Portrait,pleated midi dress,557.0,30.0,390.0,0.7
1760,,Elisabetta Franchi,pleated sleeveless gown,554.0,0.0,554.0,1.0
1761,,Elisabetta Franchi,pleated sleeveless gown,597.0,25.0,448.0,0.75
1762,Conscious,Reformation,Mill rib-knit minidress,127.0,0.0,127.0,1.0
1763,,Self-Portrait,floral-print mini dress,443.0,25.0,332.0,0.75
1764,,Masterpeace,puff-sleeve corset minidress,420.0,40.0,252.0,0.6
1765,New Season,Nanushka,Malia satin mini slip dress,493.0,0.0,493.0,1.0
1766,,Tory Burch,embroidered long-sleeve shift dress,520.0,30.0,359.0,0.7
1767,,ZIMMERMANN,Rosa striped midi dress,803.0,35.0,522.0,0.65
1768,New Season,Jonathan Simkhai,long-sleeve twisted shirt dress,661.0,0.0,661.0,1.0
1769,,Rixo,Gio floral-print mid-length dress,568.0,0.0,568.0,1.0
1770,Conscious,Rielli,Antibes knitted mini dress,118.0,50.0,59.0,0.5
1771,Conscious,Reformation,Keaton sleeveless slip dress,280.0,0.0,280.0,1.0
1772,,KNWLS,floral-print mini dress,292.0,50.0,146.0,0.5
1773,,AREA,crystal-straps mini dress,705.0,40.0,423.0,0.6
1774,,Elisabetta Franchi,chain-detail floor-length dress,709.0,10.0,638.0,0.9
1775,,Dorothee Schumacher,V-neck drawstring shirt dress,967.0,30.0,677.0,0.7
1776,,Forte Forte,gathered-detail V-neck dress,758.0,40.0,455.0,0.6
1777,Conscious,GANNI,check-pattern A-line dress,297.0,30.0,208.0,0.7
1778,,MSGM,logo-print oversized T-shirt dress,149.0,25.0,112.0,0.75
1779,,Mônot,cut-out detail fitted mini dress,750.0,40.0,450.0,0.6
1780,,Woolrich,tie-waist cotton dress,177.0,30.0,124.0,0.7
1781,Conscious,St. Agni,Linnea maxi dress,433.0,30.0,303.0,0.7
1782,,Self-Portrait,textured off-shoulder midi dress,530.0,0.0,530.0,1.0
1783,Conscious,Balmain,monogram-pattern sleeveless dress,1737.0,30.0,1216.0,0.7
1784,,TWINSET,floral-print long dress,266.0,20.0,213.0,0.8
1785,,ROTATE,Isadora monogram-pattern maxi dress,271.0,30.0,190.0,0.7
1786,,Karl Lagerfeld,tassel-detail short-sleeve dress,355.0,0.0,355.0,1.0
1787,,KHAITE,long-sleeve ribbed-knit dress,1602.0,50.0,801.0,0.5
1788,,Kenzo,paisley-print shirt dress,664.0,50.0,332.0,0.5
1789,,ZIMMERMANN,frayed-detail square-neck dress,824.0,30.0,577.0,0.7
1790,,P.A.R.O.S.H.,V-neck pleated maxi dress,545.0,25.0,409.0,0.75
1791,Exclusive,Alchemy,plunge-neck tulle floor length dress,738.0,0.0,738.0,1.0
1792,,LIU JO,floral-print midi dress,198.0,35.0,127.0,0.65
1793,,PINKO,woven fringed dress,492.0,0.0,492.0,1.0
1794,,BARROW,face-print T-shirt dress,133.0,20.0,106.0,0.8
1795,,Isabel Marant,Amezio silk minidress,875.0,0.0,875.0,1.0
1796,,Maje,Rune lightly-pleated V-neck midi dress,242.0,0.0,242.0,1.0
1797,,MSGM,logo-print T-shirt dress,149.0,25.0,112.0,0.75
1798,,De La Vali,Karaoke metallic one-shoulder minidress,375.0,40.0,225.0,0.6
1799,New Season,Taller Marmo,Piccolo Ubud one-shoulder mini dress,1621.0,0.0,1621.0,1.0
1800,,De La Vali,Karaoke metallic one-shoulder minidress,375.0,40.0,225.0,0.6
1801,New Season,Taller Marmo,Piccolo Ubud one-shoulder mini dress,1621.0,0.0,1621.0,1.0
1802,Conscious,GANNI,baroque print denim mini dress,356.0,30.0,249.0,0.7
1803,,Balmain,monogram-detail minidress,1955.0,0.0,1955.0,1.0
1804,Conscious,Chopova Lowena,ruched floral-print dress,1047.0,45.0,576.0,0.55
1805,Conscious,Kenzo,logo-embroidered cotton T-shirt dress,252.0,25.0,189.0,0.75
1806,,Y-3,mesh tank dress,302.0,50.0,151.0,0.5
1807,,Versace,Medusa Head detail knitted dress,571.0,0.0,571.0,1.0
1808,Conscious,Balmain,slit-detail knitted dress,1737.0,0.0,1737.0,1.0
1809,,Solace London,Calluna satin-trim column dress,765.0,0.0,765.0,1.0
1810,,Self-Portrait,sequin-detail mid-length dress,659.0,30.0,461.0,0.7
1811,Conscious,Self-Portrait,cut-out waist mini dress,423.0,20.0,338.0,0.8
1812,,PINKO,leopard print tiered maxi dress,399.0,30.0,279.0,0.7
1813,,JW Anderson,fluted-sleeve dress,608.0,50.0,304.0,0.5
1814,,See by Chloé,lace-up shirt dress,376.0,25.0,282.0,0.75
1815,,Elisabetta Franchi,chain-detail floor-length dress,944.0,0.0,944.0,1.0
1816,Conscious,Nanushka,buttoned-waist knitted maxi dress,631.0,30.0,442.0,0.7
1817,,Michael Michael Kors,broderie anglaise belted dress,401.0,10.0,361.0,0.9
1818,Conscious,Versace,La Greca long-sleeve midi dress,571.0,0.0,571.0,1.0
1819,Conscious,GANNI,striped cotton shirt dress,216.0,0.0,216.0,1.0
1820,Conscious,ZIMMERMANN,puff-sleeve linen mini dress,548.0,15.0,466.0,0.85
1821,,Emilio Pucci,Cyprea abstract-print belted midi dress,1390.0,40.0,834.0,0.6
1822,,Forte Forte,appliqué poplin shirt,612.0,40.0,367.0,0.6
1823,Exclusive,There Was One,long-length spaghetti-strap slip dress,547.0,60.0,219.0,0.4
1824,,Charo Ruiz Ibiza,Melissa lace mini dress,519.0,0.0,519.0,1.0
1825,,Alexander McQueen,corset-style fluted denim dress,2003.0,40.0,1202.0,0.6
1826,,Missoni,fine knit dress,777.0,30.0,544.0,0.7
1827,,Low Classic,apron-style midi dress,336.0,50.0,168.0,0.5
1828,,16Arlington,Michelle feather trim mini dress,859.0,0.0,859.0,1.0
1829,,Marchesa Notte Bridesmaids,Avellino floral-embroidered dress,401.0,0.0,401.0,1.0
1830,,Alexander Wang,off-shoulder shirt dress,555.0,0.0,555.0,1.0
1831,,Woolrich,ruched-panel midi dress,200.0,30.0,140.0,0.7
1832,New Season,Versace Jeans Couture,Baroque-print mini dress,253.0,0.0,253.0,1.0
1833,,Kenzo,logo-print sweat dress,438.0,50.0,219.0,0.5
1834,New Season,SANDRO,twist-embellishment sleeveless mini dress,253.0,0.0,253.0,1.0
1835,,Saloni,Lea graphic-print puff-sleeve dress,653.0,25.0,490.0,0.75
1836,Conscious,ZIMMERMANN,Postcard floral-print midi dress,893.0,0.0,893.0,1.0
1837,Conscious,PINKO,ruched fitted sleeveless midi dress,350.0,30.0,245.0,0.7
1838,,Sachin & Babi,Mila ruffle-drape gown,696.0,0.0,696.0,1.0
1839,New Season,Alexander McQueen,knit short dress,2093.0,0.0,2093.0,1.0
1840,,Self-Portrait,scallop-trim dress,416.0,30.0,291.0,0.7
1841,,Zadig&Voltaire,Razzia sheer maxi dress,557.0,0.0,557.0,1.0
1842,New Season,Missoni,patterned midi dress,736.0,0.0,736.0,1.0
1843,New Season,St. Agni,wrap midi dress,324.0,0.0,324.0,1.0
1844,,ROTATE,Rikke mini dress,299.0,20.0,239.0,0.8
1845,,Fendi,spaghetti-strap square-neck dress,1439.0,0.0,1439.0,1.0
1846,Conscious,lemlem,geometric-print kaftan dress,369.0,30.0,258.0,0.7
1847,,Alexander Wang,long-sleeve cotton shirtdress,906.0,50.0,453.0,0.5
1848,,ZIMMERMANN,Lola panelled midi dress,851.0,35.0,553.0,0.65
1849,,MSGM,broderie anglaise oversized shirt dress,437.0,35.0,284.0,0.65
1850,,Maison Close,Blue Angel asymmetric fitted dress,303.0,0.0,303.0,1.0
1851,,TWINSET,lace-detail tulle dress,356.0,25.0,267.0,0.75
1852,,Versace Jeans Couture,Baroque longsleeved mini dress,412.0,45.0,214.0,0.55
1853,,adidas Golf,two-tone golf dress,95.0,40.0,57.0,0.6
1854,New Season,ZIMMERMANN,patchwork floral-print minidress,919.0,0.0,919.0,1.0
1855,,Emilio Pucci,Bandierine-print beach dress,910.0,40.0,546.0,0.6
1856,No custom fees,Self-Portrait,polka dot pattern midi dress,775.0,0.0,775.0,1.0
1857,,Philosophy Di Lorenzo Serafini,slit-detail full-length dress,552.0,10.0,497.0,0.9
1858,,Elisabetta Franchi,cut-out lace-detail maxi dress,853.0,0.0,853.0,1.0
1859,,Dolce & Gabbana,lace-panelling bustier dress,1475.0,0.0,1475.0,1.0
1860,No custom fees,Dolce & Gabbana,Wisteria-print ruffled dress,4551.0,0.0,4551.0,1.0
1861,Conscious,ZIMMERMANN,Dance flutter garden-print midi dress,1033.0,0.0,1033.0,1.0
1862,,Emilio Pucci,Bandierine-print cutout dress,545.0,40.0,327.0,0.6
1863,,Ulla Johnson,floral-print midi dress,620.0,25.0,465.0,0.75
1864,,Maison Kitsuné,striped tie-waist midi shirt dress,343.0,10.0,309.0,0.9
1865,,Alexander Wang,crystal-pinstripe mini shirtdress,970.0,30.0,679.0,0.7
1866,,Dolce & Gabbana,floral-print pleated dress,1820.0,0.0,1820.0,1.0
1867,,ANINE BING,Kira ribbed-detail dress,356.0,30.0,249.0,0.7
1868,,RED Valentino,V-neck A-line dress,471.0,0.0,471.0,1.0
1869,,Dolce & Gabbana,rose-print mid-length dress,2095.0,0.0,2095.0,1.0
1870,,Saiid Kobeisy,fitted floral lace-embroidered gown,1867.0,50.0,915.0,0.5
1871,,Jenny Packham,sequin-embellished gown,3701.0,0.0,3701.0,1.0
1872,,Isabel Marant Étoile,batik-print midi dress,376.0,0.0,376.0,1.0
1873,Exclusive,There Was One,ribbed jersey tank midi dress,328.0,60.0,131.0,0.4
1874,,Versace Jeans Couture,Baroque-panel mini dress,254.0,30.0,178.0,0.7
1875,,JW Anderson,lace-insert shirt dress,696.0,50.0,348.0,0.5
1876,Conscious,GANNI,check-pattern short-sleeve dress,222.0,40.0,133.0,0.6
1877,Conscious,Reformation,Locklin polka dot dress,254.0,0.0,254.0,1.0
1878,,Alexander McQueen,cocoon-sleeve mini dress,1650.0,40.0,990.0,0.6
1879,,Shrimps,Skipper check-print mini dress,521.0,30.0,365.0,0.7
1880,,PINKO,ruched-effect minidress,316.0,20.0,253.0,0.8
1881,,ROTATE,V-neck puff sleeve dress,254.0,10.0,229.0,0.9
1882,,Marchesa Notte Bridesmaids,one shoulder bridesmaid gown,316.0,0.0,316.0,1.0
1883,,JW Anderson,pinstripe shirt dress,673.0,20.0,538.0,0.8
1884,,SANDRO,guipure lace mid-length dress,478.0,0.0,478.0,1.0
1885,,Missing You Already,Mya V-neck midi dress,299.0,30.0,209.0,0.7
1886,,Tadashi Shoji,Fatiha floral-lace dress,544.0,0.0,544.0,1.0
1887,,MACH & MACH,crystal-bow minidress,655.0,0.0,655.0,1.0
1888,,Ulla Johnson,geometric-print tiered dress,456.0,30.0,319.0,0.7
1889,Conscious,Nanushka,check fitted mini dress,516.0,30.0,361.0,0.7
1890,New Season,Balmain,ribbed-knit short-sleeve dress,1321.0,0.0,1321.0,1.0
1891,,Versace,woven chain-link mini shift dress,2104.0,50.0,1052.0,0.5
1892,Conscious,Rejina Pyo,Milo oversized-collar midi dress,918.0,50.0,459.0,0.5
1893,,ZIMMERMANN,ruffle-hem wrap dress,790.0,30.0,553.0,0.7
1894,,La DoubleJ,floral print long silk dress,543.0,0.0,543.0,1.0
1895,,ZIMMERMANN,sleeveless tie neck dress,827.0,40.0,496.0,0.6
1896,Exclusive,Matteau,The Channel ruched dress,589.0,30.0,412.0,0.7
1897,,Zadig&Voltaire,Raos sleeveless shirt dress,581.0,30.0,407.0,0.7
1898,,Proenza Schouler White Label,handkerchief-hem ribbed dress,496.0,50.0,248.0,0.5
1899,,Alberta Ferretti,V-neck short dress,748.0,20.0,598.0,0.8
1900,,See by Chloé,pleated hem V-neck mini dress,385.0,20.0,308.0,0.8
1901,,Forte Forte,star-embroidered shirtdress,617.0,30.0,432.0,0.7
1902,,Totême,monogram pointelle dress,620.0,40.0,372.0,0.6
1903,,Saloni,Lea floral-print dress,969.0,35.0,630.0,0.65
1904,,Woolrich,belted cotton midi shirtdress,194.0,30.0,136.0,0.7
1905,New Season,SANDRO,tiered poplin shirtdress,253.0,0.0,253.0,1.0
1906,,Self-Portrait,sequin maxi dress,667.0,30.0,467.0,0.7
1907,,Charo Ruiz Ibiza,Marianne broderie anglaise flared dress,451.0,30.0,316.0,0.7
1908,New Season,Jacquemus,Saudade asymmetric draped maxi dress,846.0,0.0,846.0,1.0
1909,Conscious,lemlem,Jikirti V-neck maxi dress,452.0,50.0,226.0,0.5
1910,,3.1 Phillip Lim,twill T-shirt dress,530.0,60.0,212.0,0.4
1911,,Emilio Pucci,sequin-embellished sleeveless dress,546.0,30.0,382.0,0.7
1912,,Self-Portrait,two-tone guipure lace minidress,454.0,30.0,318.0,0.7
1913,,Isabel Marant Étoile,graphic print midi dress,432.0,0.0,432.0,1.0
1914,,MSGM,gathered-detail ruffled T-shirt dress,356.0,25.0,267.0,0.75
1915,,RED Valentino,bow-detail T-shirt dress,311.0,0.0,311.0,1.0
1916,,Charo Ruiz Ibiza,sleeveless belted-waist skirt,497.0,0.0,497.0,1.0
1917,,Marchesa Notte Bridesmaids,tulle draped bridesmaid gown,348.0,0.0,348.0,1.0
1918,Conscious,Marques'Almeida,balloon-sleeve minidress,413.0,40.0,248.0,0.6
1919,,Semicouture,sleeveless long dress,253.0,30.0,177.0,0.7
1920,,See by Chloé,ruffle-sleeve shift dress,277.0,0.0,277.0,1.0
1921,,Carolina Herrera,floral silk-organza puff-sleeve gown,13899.0,0.0,13899.0,1.0
1922,,Marchesa Notte Bridesmaids,halterneck floral bridesmaid dress,423.0,0.0,423.0,1.0
1923,,PINKO,floral-embroidered tulle evening dress,552.0,0.0,552.0,1.0
1924,,ZIMMERMANN,Postcard bow bodice mini dress,1827.0,0.0,1827.0,1.0
1925,,ROTATE,floral-print long-sleeve fitted dress,354.0,15.0,301.0,0.85
1926,,Marchesa Notte,abstract-print one-shoulder gown,851.0,0.0,851.0,1.0
1927,,Self-Portrait,guipure lace midi dress,491.0,10.0,442.0,0.9
1928,,Paco Rabanne,metallic pleated dress with side-button ruched detail,597.0,0.0,597.0,1.0
1929,,Moschino,logo-print sleeveless dress,139.0,25.0,104.0,0.75
1930,,Giuseppe Di Morabito,macramé halterneck maxi dress,794.0,30.0,556.0,0.7
1931,Conscious,GANNI,logo-print T-shirt dress,147.0,40.0,88.0,0.6
1932,,Marc Jacobs,The Tennis logo polo dress,514.0,50.0,257.0,0.5
1933,Conscious,Isabel Marant Étoile,Tomia denim dress,524.0,0.0,524.0,1.0
1934,Conscious,Kenzo,belted-waist T-shirt dress,201.0,10.0,181.0,0.9
1935,,Ulla Johnson,Rissa tiered midi dress,631.0,10.0,568.0,0.9
1936,,LIU JO,ruffled T-shirt dress,165.0,30.0,109.0,0.7
1937,,Forte Forte,spaghetti-strap dress,453.0,40.0,272.0,0.6
1938,,Missing You Already,tie-straps cotton tiered dress,280.0,30.0,196.0,0.7
1939,Conscious,GANNI,floral-print tiered dress,327.0,30.0,229.0,0.7
1940,,Ulla Johnson,short cotton dress,430.0,40.0,258.0,0.6
1941,,Forte Forte,open-back dress,596.0,30.0,417.0,0.7
1942,,See by Chloé,half-zip denim dress,343.0,0.0,343.0,1.0
1943,,REMAIN,ribbed-knit V-neck dress,228.0,50.0,114.0,0.5
1944,,Jenny Packham,sequin-embellished tulle gown,5177.0,0.0,5177.0,1.0
1945,,THE ANDAMANE,Gemma draped mini dress,441.0,25.0,331.0,0.75
1946,Conscious,REMAIN,short-sleeve flared shirt dress,254.0,50.0,127.0,0.5
1947,New Season,Tadashi Shoji,lace-panel flared gown,415.0,0.0,415.0,1.0
1948,New Season,Simone Rocha,flared tulle dress,985.0,0.0,985.0,1.0
1949,,Marchesa Notte,semi-sheer floral lace strapless gown,1172.0,0.0,1172.0,1.0
1950,Conscious,SIR.,Lilian floral-print dress,371.0,0.0,371.0,1.0
1951,,Solace London,Adina off-shoulder maxi dress,502.0,40.0,301.0,0.6
1952,Conscious,Nanushka,long-sleeve button-fastening dress,511.0,35.0,332.0,0.65
1953,,Karl Lagerfeld,belted pleated shirt dress,326.0,30.0,228.0,0.7
1954,,Isabel Marant,embroidered V-neck dress,1318.0,0.0,1318.0,1.0
1955,,Lee Mathews,Elsie cotton midi dress,560.0,50.0,280.0,0.5
1956,,Alexandre Vauthier,draped asymmetric midi dress,2000.0,0.0,2000.0,1.0
1957,Conscious,GANNI,seersucker smocked midi dress,312.0,40.0,187.0,0.6
1958,Conscious,Karl Lagerfeld,logo-tape detail short-sleeve dress,325.0,0.0,325.0,1.0
1959,Conscious,Heron Preston,СТИЛЬ-logo short-sleeve dress,288.0,35.0,187.0,0.65
1960,,Alexander Wang,ruched midi dress,565.0,40.0,339.0,0.6
1961,,Blugirl,sequin-embellished mini dress,664.0,30.0,465.0,0.7
1962,,The Attico,Fujiko feather-trim sleeveless minidress,2622.0,0.0,2622.0,1.0
1963,Conscious,ZIMMERMANN,Dancer empire-line dres,1051.0,0.0,1051.0,1.0
1964,,Shrimps,Marina illustration-print smocked midi dress,654.0,0.0,654.0,1.0
1965,,Isabel Marant Étoile,graphic-print shirt dress,432.0,0.0,432.0,1.0
1966,New Season,Dion Lee,corset-detail minidress,569.0,0.0,569.0,1.0
1967,,Camilla,floral-print pleated dress,680.0,50.0,340.0,0.5
1968,,Dsquared2,icon printed T-shirt dress,291.0,25.0,218.0,0.75
1969,New Season,Alexandra Miro,Betty geometric-print dress,439.0,0.0,439.0,1.0
1970,,Elisabetta Franchi,V-neck pleated maxi dress,973.0,20.0,778.0,0.8
1971,,Patrizia Pepe,ruched-detail fitted dress,175.0,0.0,175.0,1.0
1972,,Giuseppe Di Morabito,square-neck slit-detail dress,898.0,20.0,718.0,0.8
1973,,Marchesa Notte Bridesmaids,Florence floral-print dress,348.0,0.0,348.0,1.0
1974,Conscious,GANNI,baroque-print midi dress,350.0,40.0,210.0,0.6
1975,Exclusive,There Was One,knot detail shirtdress,360.0,50.0,180.0,0.5
1976,Conscious,adidas,trefoil-detail dress,77.0,10.0,69.0,0.9
1977,Conscious,Chopova Lowena,button-front sleeveless midi dress,1185.0,40.0,711.0,0.6
1978,Conscious,Nanushka,square-neck faux-leather dress,437.0,30.0,306.0,0.7
1979,,Emilio Pucci,Itinerari-print maxi shirt dress,2375.0,40.0,1425.0,0.6
1980,,Zadig&Voltaire,Raphia pintucked pleated dress,658.0,0.0,658.0,1.0
1981,,Charo Ruiz Ibiza,Elodie lace-panelling mini dress,457.0,30.0,320.0,0.7
1982,,See by Chloé,pleated bib denim dress,421.0,30.0,295.0,0.7
1983,,MSGM,cold-shoulder cotton maxi dress,216.0,30.0,151.0,0.7
1984,,PINKO,V-neck lace babydoll minidress,454.0,30.0,313.0,0.7
1985,,Thom Browne,Hector 4-Bar short-sleeved cotton dress,1059.0,0.0,1059.0,1.0
1986,,Alexander Wang,crossed front shirtdress,451.0,30.0,316.0,0.7
1987,,Simone Rocha,floral-print puff-sleeve midi dress,1552.0,40.0,931.0,0.6
1988,,LIU JO,printed midi dress,199.0,20.0,159.0,0.8
1989,New Season,ZIMMERMANN,Dawn ombré strapless maxi dress,2000.0,0.0,2000.0,1.0
1990,,Y-3,zip-detail midi dress,227.0,20.0,182.0,0.8
1991,,De La Vali,Sinatra open-back midi dress,630.0,40.0,378.0,0.6
1992,,TWINSET,patchwork paisley-print dress,404.0,15.0,343.0,0.85
1993,Conscious,Sleeper,Atlanta linen dress,356.0,20.0,285.0,0.8
1994,Conscious,Totême,asymmetric midi dress,465.0,0.0,465.0,1.0
1995,New Season,Solace London,Quinn colour-block asymmetric dress,744.0,0.0,744.0,1.0
1996,Conscious,Nanushka,long-sleeved wrap dress,714.0,30.0,500.0,0.7
1997,New Season,Taller Marmo,Gina feather-trim mini dress,1455.0,0.0,1455.0,1.0
1998,Conscious,GANNI,ruffle-trim checked midi dress,358.0,35.0,233.0,0.65
1999,,PINKO,floral tie waist maxi dress,524.0,30.0,367.0,0.7
2000,,La DoubleJ,mini Swing dress,465.0,0.0,465.0,1.0
2001,,Proenza Schouler White Label,handkerchief-hem ribbed dress,496.0,50.0,248.0,0.5
2002,,16Arlington,Adwa feather-trim midi dress,1194.0,50.0,597.0,0.5
2003,,Dolce & Gabbana,round-neck long-sleeve dress,1474.0,30.0,1032.0,0.7
2004,,Dsquared2,Icon T-shirt dress,229.0,25.0,172.0,0.75
2005,Conscious,Balmain,V-neck mini dress,1675.0,0.0,1675.0,1.0
2006,New Season,Alexander Wang,logo jacquard mini dress,335.0,0.0,335.0,1.0
2007,,STAUD,Elio off-shoulder minidress,285.0,40.0,171.0,0.6
2008,,MSGM,logo-print T-shirt dress,167.0,40.0,100.0,0.6
2009,,Fendi,FF logo-embossed shift dress,1398.0,0.0,1398.0,1.0
2010,,Retrofete,sequin-embellished mini dress,519.0,0.0,519.0,1.0
2011,,Helmut Lang,off-shoulder midi dress,476.0,15.0,405.0,0.85
2012,,AREA,crystal-embellished mini dress,1231.0,0.0,1231.0,1.0
2013,,ASPESI,floral-print sleeveless midi dress,404.0,20.0,311.0,0.8
2014,,RED Valentino,floral-embroidered cut-out dress,830.0,0.0,830.0,1.0
2015,,TWINSET,broderie anglaise shirt dress,283.0,25.0,212.0,0.75
2016,,b+ab,layered knitted-panel dress,223.0,70.0,67.0,0.30000000000000004
2017,,Charo Ruiz Ibiza,Violette lace-trim mini dress,532.0,25.0,399.0,0.75
2018,Conscious,SANDRO,double-breasted tweed dress,276.0,0.0,276.0,1.0
2019,New Season,Oscar de la Renta,scoop-neck A-line gown,9512.0,0.0,9512.0,1.0
2020,,Michelle Mason,asymmetric gathered gown,1033.0,0.0,1033.0,1.0
2021,,Tory Burch,belted striped dress,496.0,30.0,347.0,0.7
2022,New Season,Marni,split-neck shirtdress,764.0,0.0,764.0,1.0
2023,Conscious,GANNI,check-pattern long-sleeve dress,204.0,30.0,143.0,0.7
2024,,Isabel Marant Étoile,floral-print ruffle-detail dress,821.0,30.0,575.0,0.7
2025,,We11done,logo-print mini dress,799.0,30.0,559.0,0.7
2026,,Carolina Herrera,wide-sleeve shirtdress,1956.0,0.0,1956.0,1.0
2027,New Season,ALEMAIS,Arlo abstract-print shirt dress,562.0,0.0,562.0,1.0
2028,Conscious,Lee Mathews,button-front midi dress,570.0,30.0,399.0,0.7
2029,Conscious,Rejina Pyo,off-shoulder midi dress,913.0,45.0,502.0,0.55
2030,,JW Anderson,one-shoulder midi dress,704.0,10.0,634.0,0.9
2031,Conscious,Zadig&Voltaire,Rosier circus-print dress,549.0,30.0,384.0,0.7
2032,,Rick Owens,asymmetric draped dress,853.0,0.0,853.0,1.0
2033,,Dolce & Gabbana,Carretto-print long chiffon dress,3245.0,0.0,3245.0,1.0
2034,New Season,St. Agni,V-neck A-line dress,419.0,0.0,419.0,1.0
2035,New Season,Alessandra Rich,floral shift midi silk dress,1821.0,0.0,1821.0,1.0
2036,,Melissa Odabash,Ashley laser-cut dress,324.0,30.0,227.0,0.7
2037,Conscious,Nanushka,fitted midi shirt dress,719.0,30.0,503.0,0.7
2038,,Alexis,Raissa cotton midi dress,562.0,0.0,562.0,1.0
2039,,Michael Michael Kors,broderie anglaise cotton dress,326.0,35.0,212.0,0.65
2040,New Season,Proenza Schouler,matte backless long dress,1190.0,0.0,1190.0,1.0
2041,,Alexander Wang,lace trim slip dress,370.0,0.0,370.0,1.0
2042,Conscious,Heron Preston,gabardine zipped short dress,437.0,35.0,284.0,0.65
2043,,Solace London,Calluna ruched maxi dress,560.0,30.0,392.0,0.7
2044,,Marchesa Notte,floral lace sleeveless midi dress,851.0,0.0,851.0,1.0
2045,,Zadig&Voltaire,Ravy silk dress,701.0,30.0,491.0,0.7
2046,,Fabiana Filippi,cotton tiered shirt dress,538.0,0.0,538.0,1.0
2047,,Karl Lagerfeld,fitted-waist midi dress,468.0,50.0,234.0,0.5
2048,,Versace Jeans Couture,baroque-print mini dress,554.0,30.0,388.0,0.7
2049,,Dorothee Schumacher,chevron-print puff sleeve dress,647.0,30.0,453.0,0.7
2050,,Self-Portrait,scalloped ribbed-knit dress,478.0,0.0,478.0,1.0
